Opportunity Name,Billing State/Province,Account Type,Account Owner,Product Name,Amount,#,Account Name,Billing Country,Close Date,Closed,Created Date,Forecast Category,Industry,Opportunity Owner,Opportunity Source,Opportunity Type,Owner Role,Product Family,Segment,Stage,Won
Opportunity for Hamilton810,DE,Customer,Laura Garza,Cables,895290,310,Joseph988 Inc,USA,3/24/22,False,2016-08-15T00:00:00.000Z,Pipeline,Energy,Eric Gutierrez,BDR,New Business,Sales AMER,Accessories,COMM,03 - Needs Analysis,False
Opportunity for McCormick23,,Partner,John Williams,Books,744440,36,Lowe496 Inc,Australia,1/14/22,False,2016-07-18T00:00:00.000Z,Commit,Communications,Bruce Kennedy,Marketing,New Business,Sales AMER,Accessories,MM,07 - Negotiation/Review,False
Opportunity for Harrington447,NE,Customer,Doroth Gardner,Courses,287850,301,Webb165 Inc,South Africa,11/8/20,True,2015-08-09T00:00:00.000Z,Closed,Apparel,Nicolas Weaver,BDR,Existing Business,Sales AMER,Accessories,MM,08 - Closed Won,True
Opportunity for Alvarez35,IL,Customer,Laura Garza,Mini tablet,266400,40,Wade723 Inc,Morocco,7/13/21,True,2016-03-22T00:00:00.000Z,Closed,Banking,Evelyn Williamson,AE,Existing Business,Sales WW,Tablets,SMB,08 - Closed Won,True
Opportunity for Holmes1012,IN,Customer,Irene Kelley,Keyboard,1348890,574,Rodriquez412 Inc,USA,2/2/22,False,2016-06-17T00:00:00.000Z,Pipeline,Banking,Eric Gutierrez,AE,New Business,Sales AMER,Accessories,SMB,02 - Qualification,False
Opportunity for Flores1679,CT,Customer,John Williams,Light tablet 2,2641175,482,Bowen938 Inc,USA,4/21/21,True,2016-01-15T00:00:00.000Z,Omitted,Energy,Eric Gutierrez,Marketing,New Business / Add-on,Sales AMER,Laptops,SMB,09 - Closed Lost,False
Opportunity for Luna711,NJ,Customer,Nicolas Weaver,Mega laptop,281700,156,Underwood142 Inc,Canada,8/30/21,False,2016-05-15T00:00:00.000Z,Pipeline,Energy,Dennis Howard,BDR,New Business,Sales EMEA,Accessories,COMM,04 - Value Proposition,False
Opportunity for Black908,LA,Customer,Dennis Howard,Courses,165000,442,Medina246 Inc,Canada,5/6/21,True,2015-11-11T00:00:00.000Z,Closed,Utilities,Johnny Green,Marketing,New Business,Sales WW,Digital Media,ESMB,08 - Closed Won,True
Opportunity for Johnston824,,Customer,Harold Campbell,Cables,913860,315,Herrera637 Inc,China,11/12/21,False,2016-06-23T00:00:00.000Z,Pipeline,Utilities,Irene Kelley,BDR,Existing Business,Sales AMER,Accessories,MM,04 - Value Proposition,False
Opportunity for Sullivan1358,,Customer,Kelly Frazier,Keyboard,163530,545,Schneider841 Inc,India,4/25/21,True,2016-03-10T00:00:00.000Z,Closed,Electronics,Laura Garza,AE,New Business,Sales WW,Accessories,MM,08 - Closed Won,True
Opportunity for Waters780,MO,Partner,Kelly Frazier,Mega laptop,902400,237,Myers408 Inc,USA,1/26/21,True,2015-08-12T00:00:00.000Z,Closed,Technology,Nicolas Weaver,BDR,Existing Business,Sales AMER,Laptops,ESMB,08 - Closed Won,True
Opportunity for Garrett1512,,Customer,Dennis Howard,Certifications,2719000,222,Sims952 Inc,Taiwan,5/6/21,True,2016-02-04T00:00:00.000Z,Closed,Engineering,Irene Kelley,Marketing,New Business,Sales AMER,Digital Media,ESMB,08 - Closed Won,True
Opportunity for Lane561,,Customer,Laura Garza,,316726,467,Armstrong345 Inc,Denmark,1/4/21,True,2015-09-19T00:00:00.000Z,Closed,Technology,Dennis Howard,AE,Existing Business,Sales EMEA,,MM,08 - Closed Won,True
Opportunity for Luna1331,MI,Customer,Laura Garza,Notebook,1010900,508,Vasquez483 Inc,Canada,12/4/20,True,2015-06-03T00:00:00.000Z,Closed,Education,Doroth Gardner,AE,New Business,Sales AMER,Laptops,SMB,08 - Closed Won,True
Opportunity for Cross303,,Customer,Julie Chavez,Cables,2086050,55,Thompson622 Inc,Japan,9/13/21,False,2016-04-27T00:00:00.000Z,Best Case,Energy,Bruce Kennedy,AE,New Business,Sales AMER,Accessories,SMB,05 - Perception Analysis,False
Opportunity for Nunez399,WI,Customer,Laura Palmer,Mini tablet,844100,61,Thornton799 Inc,Canada,10/21/21,False,2016-07-03T00:00:00.000Z,Pipeline,Technology,Irene McCoy,Marketing,New Business / Add-on,Sales WW,Phones,MM,01 - Prospecting,False
Opportunity for Martin1471,ID,Customer,Eric Gutierrez,,24536,179,Bailey893 Inc,Morocco,1/28/21,True,2015-07-22T00:00:00.000Z,Closed,Electronics,Evelyn Williamson,BDR,New Business,Sales WW,,MM,08 - Closed Won,True
Opportunity for Fernandez851,,Customer,John Williams,Keyboard,352350,388,Vega214 Inc,Russia,6/22/21,True,2016-04-27T00:00:00.000Z,Closed,Electronics,Kelly Frazier,AE,Existing Business,Sales EMEA,Accessories,SMB,08 - Closed Won,True
Opportunity for Floyd923,DE,Customer,Laura Garza,Light laptop,2202900,468,Joseph988 Inc,USA,5/31/21,True,2016-01-22T00:00:00.000Z,Closed,Energy,Catherine Brown,BDR,New Business / Add-on,Sales WW,Laptops,COMM,08 - Closed Won,True
Opportunity for Medina1876,,Customer,Irene McCoy,Mega laptop,2859100,197,Moran300 Inc,Italy,2/22/22,False,2016-07-01T00:00:00.000Z,Pipeline,Healthcare,Irene Kelley,Alliances,Existing Business,Sales AMER,Laptops,GB,03 - Needs Analysis,False
Opportunity for Black902,NE,Partner,Harold Campbell,Space phone 3,340500,438,Walton636 Inc,Canada,5/5/21,True,2015-10-18T00:00:00.000Z,Closed,Consulting,Bruce Kennedy,Marketing,New Business,Sales AMER,Phones,COMM,08 - Closed Won,True
Opportunity for Guzman1793,NC,Partner,Irene Kelley,Space phone 2,136800,634,Burton810 Inc,USA,12/6/21,False,2016-08-11T00:00:00.000Z,Pipeline,Banking,Doroth Gardner,AE,New Business / Add-on,Sales AMER,Phones,ESMB,02 - Qualification,False
Opportunity for Mathis376,,Partner,Eric Sanchez,Cables,637520,33,Banks379 Inc,Japan,12/26/20,True,2015-07-26T00:00:00.000Z,Closed,Apparel,Doroth Gardner,BDR,New Business,Sales AMER,Accessories,ESMB,08 - Closed Won,True
Opportunity for Malone772,OK,Customer,Eric Sanchez,Books,5880,235,Norton877 Inc,South Africa,12/25/20,True,2015-06-20T00:00:00.000Z,Closed,Consulting,Eric Sanchez,AE,New Business / Add-on,Sales WW,Digital Media,SMB,08 - Closed Won,True
Opportunity for Osborne613,,Customer,Kelly Frazier,Cables,834280,564,Doyle59 Inc,Japan,7/12/21,True,2016-05-13T00:00:00.000Z,Closed,Biotechnology,Irene Kelley,AE,New Business,Sales AMER,Accessories,MM,08 - Closed Won,True
Opportunity for Welch436,,Customer,Harold Campbell,Space phone 3,520500,267,Lambert452 Inc,Thailand,7/8/20,True,2015-05-20T00:00:00.000Z,Closed,Utilities,Chris Riley,AE,New Business / Add-on,Sales EMEA,Phones,GB,08 - Closed Won,True
Opportunity for Phillips797,AZ,Partner,Doroth Gardner,Courses,1313950,271,Joseph775 Inc,Canada,1/23/21,True,2015-10-23T00:00:00.000Z,Closed,Media,Kelly Frazier,Marketing,New Business,Sales EMEA,Accessories,SMB,08 - Closed Won,True
Opportunity for Ramsey1673,,Customer,Doroth Gardner,Courses,3351780,460,Williamson530 Inc,Taiwan,9/20/21,False,2016-07-09T00:00:00.000Z,Pipeline,Biotechnology,Johnny Green,Marketing,New Business,Sales WW,Accessories,COMM,03 - Needs Analysis,False
Opportunity for Crawford995,,Partner,Irene Kelley,Mega laptop,2880800,570,Harris195 Inc,Switzerland,6/24/20,True,2014-12-21T00:00:00.000Z,Closed,Transportation,Irene McCoy,AE,New Business / Add-on,Sales WW,Laptops,MM,08 - Closed Won,True
Opportunity for Morales81,,Customer,Laura Garza,Books,1630580,85,Bradley791 Inc,France,4/22/21,True,2015-12-26T00:00:00.000Z,Omitted,Banking,Catherine Brown,Alliances,New Business,Sales WW,Digital Media,MM,09 - Closed Lost,False
Opportunity for Ramos1127,,Partner,Eric Sanchez,Cables,15560,209,Garza427 Inc,Turkey,7/19/20,True,2015-01-02T00:00:00.000Z,Closed,Energy,Eric Sanchez,AE,New Business / Add-on,Sales WW,Accessories,COMM,08 - Closed Won,True
Opportunity for Ray1381,,Customer,Bruce Kennedy,Cables,908360,583,Chambers869 Inc,Brazil,8/18/21,True,2016-01-28T00:00:00.000Z,Closed,Engineering,Eric Gutierrez,AE,New Business / Add-on,Sales AMER,Accessories,SMB,08 - Closed Won,True
Opportunity for Sims1582,,Partner,Eric Sanchez,,119967,330,Jefferson859 Inc,Switzerland,1/22/21,True,2015-09-27T00:00:00.000Z,Closed,Apparel,Kelly Frazier,BDR,New Business,Sales EMEA,,SMB,08 - Closed Won,True
Opportunity for Paul1228,CT,Customer,John Williams,Keyboard,368530,362,Morton698 Inc,Canada,7/22/21,True,2016-01-24T00:00:00.000Z,Closed,Apparel,Bruce Kennedy,BDR,Existing Business,Sales AMER,Accessories,GB,08 - Closed Won,True
Opportunity for Zimmerman1763,,Customer,Julie Chavez,Books,4747520,599,Benson346 Inc,China,10/15/21,False,2016-04-26T00:00:00.000Z,Pipeline,Technology,Nicolas Weaver,AE,New Business,Sales AMER,Digital Media,MM,02 - Qualification,False
Opportunity for Cunningham1976,NE,Customer,Doroth Gardner,Certifications,503975,373,Webb165 Inc,Canada,3/7/21,True,2015-11-26T00:00:00.000Z,Closed,Apparel,Evelyn Williamson,Alliances,New Business / Add-on,Sales WW,Accessories,MM,08 - Closed Won,True
Opportunity for Hicks930,,Partner,Julie Chavez,,398311,472,Norman484 Inc,Hong Kong,4/16/21,True,2016-01-01T00:00:00.000Z,Omitted,Manufacturing,Johnny Green,Marketing,New Business / Add-on,Sales WW,,MM,09 - Closed Lost,False
Opportunity for Chandler1913,KY,Customer,John Williams,Books,482760,255,Robinson912 Inc,Canada,6/29/21,True,2015-12-12T00:00:00.000Z,Closed,Biotechnology,Eric Gutierrez,AE,New Business / Add-on,Sales AMER,Digital Media,MM,08 - Closed Won,True
Opportunity for Page927,WA,Partner,Nicolas Weaver,Space phone 3,219500,471,Long659 Inc,USA,3/28/21,True,2016-02-03T00:00:00.000Z,Closed,Apparel,Eric Gutierrez,Marketing,Existing Business,Sales AMER,Phones,SMB,08 - Closed Won,True
Opportunity for Mann1985,CO,Customer,Bruce Kennedy,Cables,498880,377,Coleman369 Inc,Canada,1/11/21,True,2015-08-18T00:00:00.000Z,Omitted,Media,Doroth Gardner,AE,New Business / Add-on,Sales AMER,Accessories,MM,09 - Closed Lost,False
Opportunity for Valdez617,MD,Customer,Harold Campbell,Books,273090,565,Austin22 Inc,Canada,12/7/20,True,2015-11-07T00:00:00.000Z,Closed,Media,Dennis Howard,Marketing,New Business,Sales EMEA,Accessories,MM,08 - Closed Won,True
Opportunity for McLaughlin1979,AR,Customer,Eric Sanchez,Cables,98850,375,Abbott358 Inc,USA,8/16/21,True,2016-03-11T00:00:00.000Z,Closed,Media,Bruce Kennedy,AE,New Business,Sales AMER,Accessories,MM,08 - Closed Won,True
Opportunity for Abbott636,,Customer,Julie Chavez,Cables,121490,604,Tucker284 Inc,Belgium,4/5/21,True,2016-02-20T00:00:00.000Z,Closed,Agriculture,John Williams,BDR,New Business,Sales WW,Accessories,ESMB,08 - Closed Won,True
Opportunity for Wood9,,Customer,Irene McCoy,Cables,397280,1,Thomas148 Inc,Japan,11/23/20,True,2015-09-29T00:00:00.000Z,Omitted,Biotechnology,Catherine Brown,AE,New Business / Add-on,Sales WW,Accessories,COMM,09 - Closed Lost,False
Opportunity for Simpson1472,OR,Customer,Julie Chavez,,283466,180,Mann440 Inc,USA,5/15/21,True,2015-09-21T00:00:00.000Z,Closed,Electronics,Dennis Howard,BDR,New Business,Sales EMEA,,SMB,08 - Closed Won,True
Opportunity for Wagner1214,,Partner,Julie Chavez,Space phone 3,580000,325,Warren653 Inc,France,1/23/21,True,2015-06-28T00:00:00.000Z,Omitted,Retail,Evelyn Williamson,Marketing,New Business / Add-on,Sales WW,Phones,MM,09 - Closed Lost,False
Opportunity for Gutierrez1402,,Partner,Doroth Gardner,,96977,623,Greene248 Inc,Taiwan,5/9/21,True,2015-11-13T00:00:00.000Z,Closed,Utilities,John Williams,Marketing,New Business / Add-on,Sales WW,,MM,08 - Closed Won,True
Opportunity for Guzman1338,,Partner,Evelyn Williamson,Space phone 2,256275,513,Black598 Inc,Japan,9/5/20,True,2015-07-23T00:00:00.000Z,Closed,Manufacturing,Irene McCoy,AE,New Business / Add-on,Sales WW,Phones,SMB,08 - Closed Won,True
Opportunity for Edwards1901,,Customer,Dennis Howard,Books,994680,251,Carr43 Inc,Australia,7/4/21,True,2015-12-31T00:00:00.000Z,Closed,Apparel,Evelyn Williamson,Marketing,New Business / Add-on,Sales WW,Digital Media,MM,08 - Closed Won,True
Opportunity for Cunningham175,VA,Customer,Chris Riley,Certifications,4357300,49,Flores188 Inc,Canada,2/19/21,True,2016-01-18T00:00:00.000Z,Closed,Retail,Kelly Frazier,Marketing,New Business / Add-on,Sales EMEA,Digital Media,MM,08 - Closed Won,True
Opportunity for Murray1210,FL,Customer,Laura Garza,Light laptop,1639550,324,Pena964 Inc,Canada,4/2/21,True,2016-02-09T00:00:00.000Z,Closed,Electronics,Johnny Green,Marketing,New Business / Add-on,Sales WW,Laptops,SMB,08 - Closed Won,True
Opportunity for Moore1870,NH,Partner,Harold Campbell,Cables,165920,193,Ross559 Inc,Canada,7/4/20,True,2015-06-04T00:00:00.000Z,Closed,Energy,Chris Riley,Marketing,New Business / Add-on,Sales EMEA,Accessories,ESMB,08 - Closed Won,True
Opportunity for McKenzie695,,Customer,Eric Sanchez,Books,538820,128,Stokes935 Inc,Hong Kong,6/9/21,True,2016-05-15T00:00:00.000Z,Omitted,Electronics,Eric Sanchez,BDR,New Business,Sales WW,Digital Media,SMB,09 - Closed Lost,False
Opportunity for Yates1567,,Customer,Kelly Frazier,Space phone 2,7425,326,Lopez140 Inc,China,5/3/21,True,2015-09-12T00:00:00.000Z,Omitted,Energy,Eric Sanchez,Marketing,New Business,Sales WW,Phones,GB,09 - Closed Lost,False
Opportunity for Elliott770,RI,Customer,Laura Garza,Mega laptop,646400,234,Wells259 Inc,USA,3/16/21,True,2015-11-15T00:00:00.000Z,Closed,Engineering,Laura Palmer,BDR,New Business,Sales EMEA,Laptops,MM,08 - Closed Won,True
Opportunity for Anderson1911,,Partner,Laura Palmer,Keyboard,1684910,254,Ford835 Inc,Singapore,6/13/21,True,2016-05-29T00:00:00.000Z,Omitted,Insurance,Kelly Frazier,Alliances,New Business / Add-on,Sales EMEA,Accessories,ESMB,09 - Closed Lost,False
Opportunity for Clayton1676,ME,Customer,Irene McCoy,Certifications,41500,463,Gomez871 Inc,USA,1/17/22,False,2016-06-28T00:00:00.000Z,Pipeline,Utilities,Laura Garza,Marketing,New Business,Sales WW,Digital Media,GB,03 - Needs Analysis,False
Opportunity for Butler275,,Customer,Harold Campbell,,209104,17,Briggs955 Inc,Switzerland,1/29/21,True,2015-09-06T00:00:00.000Z,Closed,Energy,Johnny Green,BDR,New Business,Sales WW,,COMM,08 - Closed Won,True
Opportunity for Mack935,,Customer,Laura Garza,Mini tablet,76800,475,Reeves844 Inc,Singapore,7/2/21,True,2015-11-28T00:00:00.000Z,Closed,Apparel,Evelyn Williamson,Marketing,New Business,Sales WW,Tablets,GB,08 - Closed Won,True
Opportunity for Johnson1707,,Customer,Harold Campbell,Pro laptop,3612800,521,Phillips253 Inc,Turkey,11/4/21,False,2016-07-15T00:00:00.000Z,Pipeline,Telecommunications,Dennis Howard,Marketing,New Business / Add-on,Sales EMEA,Laptops,SMB,03 - Needs Analysis,False
Opportunity for Sanchez828,,Partner,Kelly Frazier,Cables,397710,352,Sutton709 Inc,Thailand,9/13/21,False,2016-03-04T00:00:00.000Z,Commit,Media,Doroth Gardner,AE,New Business,Sales AMER,Accessories,MM,07 - Negotiation/Review,False
Opportunity for Luna1760,,Customer,Harold Campbell,Light tablet,89400,597,Gonzales209 Inc,Brazil,10/20/20,True,2015-09-25T00:00:00.000Z,Closed,Utilities,Irene McCoy,AE,New Business / Add-on,Sales WW,Tablets,COMM,08 - Closed Won,True
Opportunity for Powers1925,MA,Customer,Johnny Green,,213440,259,McKinney995 Inc,USA,1/26/21,True,2015-06-29T00:00:00.000Z,Omitted,Education,Irene Kelley,AE,New Business / Add-on,Sales AMER,,ESMB,09 - Closed Lost,False
Opportunity for French1719,OH,Customer,Laura Garza,Certifications,1840000,525,Hudson506 Inc,Canada,4/19/21,True,2015-11-28T00:00:00.000Z,Closed,Finance,Irene Kelley,AE,New Business,Sales AMER,Digital Media,ESMB,08 - Closed Won,True
Opportunity for Adams87,,Customer,Irene Kelley,Books,1093390,87,Floyd832 Inc,Turkey,11/17/21,False,2016-04-26T00:00:00.000Z,Pipeline,Banking,Chris Riley,AE,New Business / Add-on,Sales EMEA,Accessories,MM,04 - Value Proposition,False
Opportunity for Henry1665,,Customer,Dennis Howard,Cables,49760,458,Brewer763 Inc,India,7/9/21,True,2016-04-03T00:00:00.000Z,Closed,Electronics,Dennis Howard,BDR,New Business / Add-on,Sales EMEA,Accessories,SMB,08 - Closed Won,True
Opportunity for Parks826,,Customer,Eric Gutierrez,,411185,316,Holloway455 Inc,Italy,7/28/21,True,2016-03-26T00:00:00.000Z,Closed,Agriculture,Chris Riley,AE,Existing Business,Sales EMEA,,ENT,08 - Closed Won,True
Opportunity for Ingram699,,Partner,Julie Chavez,Light tablet 2,2669875,130,Weaver350 Inc,Turkey,6/26/21,True,2015-12-27T00:00:00.000Z,Omitted,Technology,Evelyn Williamson,Marketing,Existing Business,Sales WW,Laptops,MM,09 - Closed Lost,False
Opportunity for Moran1395,CO,Customer,Evelyn Williamson,Space phone 3,234500,591,Graves147 Inc,USA,6/4/20,True,2015-04-12T00:00:00.000Z,Closed,Biotechnology,Catherine Brown,BDR,Existing Business,Sales WW,Phones,SMB,08 - Closed Won,True
Opportunity for Smith497,,Customer,Doroth Gardner,Books,1527725,385,Gonzales409 Inc,Denmark,8/18/20,True,2015-06-20T00:00:00.000Z,Closed,Engineering,Evelyn Williamson,Alliances,New Business / Add-on,Sales WW,Digital Media,GB,08 - Closed Won,True
Opportunity for Klein1486,AZ,Customer,Laura Palmer,,431073,185,Nichols134 Inc,Canada,10/25/21,False,2016-07-22T00:00:00.000Z,Pipeline,Finance,Kelly Frazier,AE,New Business,Sales EMEA,,COMM,01 - Prospecting,False
Opportunity for Newton532,,Partner,Harold Campbell,,45265,429,Fletcher234 Inc,Italy,8/25/21,False,2016-02-12T00:00:00.000Z,Commit,Manufacturing,Evelyn Williamson,Marketing,New Business / Add-on,Sales WW,,SMB,07 - Negotiation/Review,False
Opportunity for Lambert182,,Customer,Doroth Gardner,Books,1750200,64,Brock75 Inc,Thailand,8/20/21,False,2015-12-30T00:00:00.000Z,Pipeline,Apparel,Kelly Frazier,Marketing,New Business / Add-on,Sales EMEA,Digital Media,GB,04 - Value Proposition,False
Opportunity for Gutierrez1322,,Customer,Laura Palmer,Cables,89320,479,Collins928 Inc,Singapore,7/1/20,True,2015-03-22T00:00:00.000Z,Closed,Apparel,Laura Garza,AE,Existing Business,Sales WW,Accessories,SMB,08 - Closed Won,True
Opportunity for McCoy365,,Customer,Irene Kelley,Books,88200,26,Munoz724 Inc,India,8/22/20,True,2015-02-27T00:00:00.000Z,Closed,Agriculture,Irene McCoy,BDR,New Business,Sales WW,Digital Media,MM,08 - Closed Won,True
Opportunity for Burton1994,ID,Customer,Irene McCoy,Cables,987930,380,Graves33 Inc,Canada,1/31/22,False,2016-08-12T00:00:00.000Z,Pipeline,Telecommunications,Harold Campbell,Alliances,New Business / Add-on,Sales EMEA,Accessories,MM,03 - Needs Analysis,False
Opportunity for Stevenson670,DE,Partner,Eric Gutierrez,Cables,2728890,641,Webster118 Inc,Morocco,2/25/22,False,2016-07-30T00:00:00.000Z,Pipeline,Engineering,Catherine Brown,AE,New Business,Sales WW,Accessories,SMB,04 - Value Proposition,False
Opportunity for Holt1880,,Partner,Doroth Gardner,Books,950440,225,Ortega682 Inc,Turkey,5/30/20,True,2014-12-28T00:00:00.000Z,Omitted,Telecommunications,Catherine Brown,Alliances,Existing Business,Sales WW,Accessories,SMB,09 - Closed Lost,False
Opportunity for Doyle904,,Customer,Doroth Gardner,,94283,440,Stevenson884 Inc,Sweden,7/7/21,True,2016-05-15T00:00:00.000Z,Closed,Education,Catherine Brown,Marketing,New Business,Sales WW,,SMB,08 - Closed Won,True
Opportunity for Spencer490,ND,Partner,Irene Kelley,,281412,379,Fowler322 Inc,Canada,7/10/21,True,2016-03-21T00:00:00.000Z,Omitted,Apparel,Eric Sanchez,AE,New Business,Sales WW,,SMB,09 - Closed Lost,False
Opportunity for Harrington373,NC,Customer,John Williams,Cables,22240,30,West706 Inc,USA,4/29/21,True,2016-03-05T00:00:00.000Z,Closed,Technology,Johnny Green,Alliances,New Business,Sales WW,Accessories,ESMB,08 - Closed Won,True
Opportunity for Martin1417,,Partner,Irene Kelley,Books,3712300,630,Doyle498 Inc,South Korea,4/3/21,True,2015-11-28T00:00:00.000Z,Closed,Transportation,Chris Riley,BDR,New Business,Sales EMEA,Accessories,GB,08 - Closed Won,True
Opportunity for Henry479,AZ,Partner,Kelly Frazier,Certifications,3168250,349,Buchanan609 Inc,USA,8/4/21,True,2016-06-07T00:00:00.000Z,Closed,Finance,Bruce Kennedy,BDR,New Business,Sales AMER,Accessories,ENT,08 - Closed Won,True
Opportunity for Murray689,CT,Customer,Laura Garza,Light laptop,2135800,126,Marsh836 Inc,USA,4/5/21,True,2015-12-24T00:00:00.000Z,Omitted,Insurance,Laura Palmer,Marketing,New Business,Sales EMEA,Accessories,SMB,09 - Closed Lost,False
Opportunity for Morton406,VA,Customer,Irene Kelley,Books,356880,69,Crawford536 Inc,Morocco,8/30/21,False,2016-02-12T00:00:00.000Z,Pipeline,Energy,Catherine Brown,Alliances,New Business / Add-on,Sales WW,Digital Media,SMB,02 - Qualification,False
Opportunity for Vasquez1191,,Customer,Irene McCoy,Keyboard,2101255,282,Fletcher429 Inc,Germany,2/23/21,True,2015-07-02T00:00:00.000Z,Closed,Retail,Chris Riley,BDR,Existing Business,Sales EMEA,Accessories,SMB,08 - Closed Won,True
Opportunity for Paul419,,Partner,Johnny Green,Light laptop,1446250,260,Carter172 Inc,Australia,7/19/20,True,2015-02-17T00:00:00.000Z,Closed,Utilities,Nicolas Weaver,AE,New Business / Add-on,Sales AMER,Laptops,ENT,08 - Closed Won,True
Opportunity for Blair798,AR,Customer,Doroth Gardner,,23642,272,Herrera2 Inc,South Africa,9/11/21,False,2016-05-05T00:00:00.000Z,Pipeline,Healthcare,Catherine Brown,AE,New Business / Add-on,Sales WW,,COMM,02 - Qualification,False
Opportunity for Vega154,MI,Customer,Kelly Frazier,Cables,77270,44,Stevenson954 Inc,Canada,3/24/21,True,2016-02-14T00:00:00.000Z,Omitted,Insurance,Laura Garza,AE,New Business,Sales WW,Accessories,MM,09 - Closed Lost,False
Opportunity for Lopez1040,IA,Partner,Catherine Brown,Mouse,79550,621,Conner513 Inc,Canada,8/26/20,True,2015-07-05T00:00:00.000Z,Closed,Engineering,Harold Campbell,Marketing,Existing Business,Sales EMEA,Accessories,SMB,08 - Closed Won,True
Opportunity for Cox29,CO,Customer,Laura Palmer,Books,2345840,37,Vega718 Inc,USA,5/27/21,True,2016-04-13T00:00:00.000Z,Closed,Energy,Laura Garza,Alliances,Existing Business,Sales WW,Digital Media,COMM,08 - Closed Won,True
Opportunity for Singleton1620,IL,Customer,Laura Garza,Courses,3057500,404,Wade723 Inc,Canada,2/25/21,True,2016-01-04T00:00:00.000Z,Closed,Banking,Johnny Green,Marketing,New Business,Sales WW,Accessories,SMB,08 - Closed Won,True
Opportunity for Tate1737,,Customer,John Williams,Cables,27120,557,Lopez275 Inc,Switzerland,8/7/20,True,2015-01-05T00:00:00.000Z,Closed,Engineering,Irene McCoy,AE,New Business / Add-on,Sales WW,Accessories,COMM,08 - Closed Won,True
Opportunity for Rhodes1171,,Customer,Johnny Green,Books,237960,277,Rodriguez808 Inc,Japan,1/15/21,True,2015-06-15T00:00:00.000Z,Closed,Transportation,Catherine Brown,AE,New Business / Add-on,Sales WW,Accessories,ENT,08 - Closed Won,True
Opportunity for Gibbs1339,VA,Customer,Chris Riley,Certifications,2983800,514,Flores188 Inc,Canada,3/2/21,True,2016-01-03T00:00:00.000Z,Closed,Retail,Irene McCoy,AE,Existing Business,Sales WW,Digital Media,MM,08 - Closed Won,True
Opportunity for Daniels627,,Customer,Dennis Howard,Light tablet,1422600,568,Brewer763 Inc,India,1/22/22,False,2016-07-21T00:00:00.000Z,Pipeline,Electronics,Laura Garza,Marketing,New Business / Add-on,Sales WW,Tablets,SMB,02 - Qualification,False
Opportunity for Harrison791,,Customer,Laura Garza,Keyboard,193500,270,Phelps304 Inc,Singapore,6/5/21,True,2016-02-10T00:00:00.000Z,Closed,Apparel,John Williams,Alliances,New Business / Add-on,Sales WW,Accessories,ESMB,08 - Closed Won,True
Opportunity for Norman968,,Customer,Doroth Gardner,Space phone 2,728525,536,West990 Inc,Sweden,6/2/21,True,2015-12-11T00:00:00.000Z,Closed,Healthcare,John Williams,AE,New Business,Sales WW,Phones,GB,08 - Closed Won,True
Opportunity for Paul1460,,Customer,Laura Garza,Mini tablet 2,2714200,141,Harris13 Inc,Norway,1/24/21,True,2015-10-08T00:00:00.000Z,Omitted,Banking,Irene Kelley,Marketing,New Business,Sales AMER,Laptops,MM,09 - Closed Lost,False
Opportunity for Ferguson1365,,Customer,Harold Campbell,Light tablet 2,3541100,550,Herrera637 Inc,China,10/8/21,False,2016-03-23T00:00:00.000Z,Pipeline,Utilities,Johnny Green,BDR,Existing Business,Sales WW,Laptops,MM,03 - Needs Analysis,False
Opportunity for Freeman268,,Partner,Laura Garza,Books,1518190,15,Roberson601 Inc,Belgium,7/23/21,True,2016-05-02T00:00:00.000Z,Closed,Technology,Laura Palmer,AE,New Business,Sales EMEA,Accessories,ENT,08 - Closed Won,True
Opportunity for Clayton750,TX,Partner,Doroth Gardner,,411166,205,Griffith580 Inc,USA,1/31/21,True,2015-06-25T00:00:00.000Z,Closed,Transportation,Irene McCoy,Alliances,Existing Business,Sales WW,,ESMB,08 - Closed Won,True
Opportunity for Curry734,,Customer,Kelly Frazier,Cables,40380,199,Doyle59 Inc,Japan,10/10/21,False,2016-06-01T00:00:00.000Z,Pipeline,Biotechnology,Laura Garza,BDR,New Business / Add-on,Sales WW,Accessories,MM,02 - Qualification,False
Opportunity for Malone1500,,Customer,Kelly Frazier,Light tablet,583800,216,Higgins666 Inc,Norway,6/21/21,True,2016-01-29T00:00:00.000Z,Closed,Media,Chris Riley,AE,New Business / Add-on,Sales EMEA,Tablets,COMM,08 - Closed Won,True
Opportunity for Willis1022,,Partner,Doroth Gardner,,296805,616,Greene248 Inc,Taiwan,7/23/21,True,2016-05-13T00:00:00.000Z,Closed,Utilities,Nicolas Weaver,AE,Existing Business,Sales AMER,,MM,08 - Closed Won,True
Opportunity for Robbins1143,MO,Customer,Irene Kelley,,365072,238,Norton790 Inc,Canada,1/28/22,False,2016-07-01T00:00:00.000Z,Pipeline,Agriculture,Laura Palmer,Marketing,New Business,Sales EMEA,,COMM,02 - Qualification,False
Opportunity for Chavez1002,,Customer,Dennis Howard,Books,355680,573,Hunter88 Inc,Hong Kong,10/16/21,False,2016-04-15T00:00:00.000Z,Pipeline,Apparel,Laura Garza,Marketing,New Business,Sales WW,Digital Media,MM,02 - Qualification,False
