Opportunity Name,Billing State/Province,Account Type,Account Owner,Product Name,Amount,Billing Country,Account Name,Close Date,Closed,Created Date,Industry,Opportunity Owner,Opportunity Source,Opportunity Type,Owner Role,Product Family,Segment,Stage,Won
Opportunity for Bell1517,ND,Customer,Laura Palmer,,448068,USA,Rivera395 Inc,2016-07-09,true,2015-12-12T00:00:00.000Z,Engineering,Laura Palmer,BDR,New Business / Add-on,Sales EMEA,,SMB,08 - Closed Won,true
Opportunity for Holt1880,,Partner,Doroth Gardner,Books,950440,Turkey,Ortega682 Inc,2015-05-30,true,2014-12-28T00:00:00.000Z,Telecommunications,Catherine Brown,Alliances,Existing Business,Sales WW,Accessories,SMB,09 - Closed Lost,false
Opportunity for Daniel1888,,Customer,Harold Campbell,Pro laptop,1384600,Japan,Tucker401 Inc,2016-08-25,false,2016-02-16T00:00:00.000Z,Communications,John Williams,BDR,Existing Business,Sales WW,Laptops,SMB,04 - Value Proposition,false
Opportunity for Phillips1889,LA,Customer,Catherine Brown,Mouse,39600,Canada,Valdez792 Inc,2017-01-12,false,2016-07-29T00:00:00.000Z,Banking,Harold Campbell,AE,New Business / Add-on,Sales EMEA,Accessories,SMB,04 - Value Proposition,false
Opportunity for Hall1897,,Customer,Kelly Frazier,Light tablet 2,2925000,China,Lopez140 Inc,2017-02-18,false,2016-07-19T00:00:00.000Z,Energy,Nicolas Weaver,Marketing,New Business,Sales AMER,Phones,GB,05 - Perception Analysis,false
Opportunity for McKenzie1898,DE,Customer,Dennis Howard,Books,201720,USA,Benson594 Inc,2015-10-31,true,2015-05-16T00:00:00.000Z,Energy,Bruce Kennedy,Marketing,New Business,Sales AMER,Accessories,SMB,08 - Closed Won,true
Opportunity for Mullins1899,NJ,Customer,Chris Riley,Cables,498520,USA,Hall758 Inc,2015-07-28,true,2015-05-12T00:00:00.000Z,Telecommunications,Laura Garza,Marketing,New Business,Sales WW,Accessories,SMB,08 - Closed Won,true
Opportunity for Lee759,,Customer,Doroth Gardner,Space phone 3,710500,Japan,McDaniel467 Inc,2015-11-03,true,2015-06-20T00:00:00.000Z,Biotechnology,Laura Palmer,Alliances,New Business,Sales EMEA,Phones,SMB,08 - Closed Won,true
Opportunity for Walters765,,Customer,Harold Campbell,Mouse,623750,United Kingdom,Snyder527 Inc,2016-06-27,true,2016-04-14T00:00:00.000Z,Insurance,Eric Sanchez,BDR,New Business,Sales WW,Accessories,MM,08 - Closed Won,true
Opportunity for Drake768,RI,Customer,Chris Riley,,70368,USA,Fleming762 Inc,2016-09-26,false,2016-04-22T00:00:00.000Z,Insurance,Chris Riley,AE,Existing Business,Sales EMEA,,ENT,05 - Perception Analysis,false
Opportunity for Elliott770,RI,Customer,Laura Garza,Mega laptop,646400,USA,Wells259 Inc,2016-03-15,true,2015-11-15T00:00:00.000Z,Engineering,Laura Palmer,BDR,New Business,Sales EMEA,Laptops,MM,08 - Closed Won,true
Opportunity for Malone772,OK,Customer,Eric Sanchez,Books,5880,South Africa,Norton877 Inc,2015-12-25,true,2015-06-20T00:00:00.000Z,Consulting,Eric Sanchez,AE,New Business / Add-on,Sales WW,Digital Media,SMB,08 - Closed Won,true
Opportunity for Hoffman774,NH,Partner,Nicolas Weaver,Courses,152400,Canada,Goodwin856 Inc,2016-02-27,true,2015-07-09T00:00:00.000Z,Consulting,Irene Kelley,BDR,New Business,Sales AMER,Digital Media,ESMB,08 - Closed Won,true
Opportunity for Waters780,MO,Partner,Kelly Frazier,Mega laptop,902400,USA,Myers408 Inc,2016-01-26,true,2015-08-12T00:00:00.000Z,Technology,Nicolas Weaver,BDR,Existing Business,Sales AMER,Laptops,ESMB,08 - Closed Won,true
Opportunity for Robbins1143,MO,Customer,Irene Kelley,,365072,Canada,Norton790 Inc,2017-01-27,false,2016-07-01T00:00:00.000Z,Agriculture,Laura Palmer,Marketing,New Business,Sales EMEA,,COMM,02 - Qualification,false
Opportunity for Beck1148,,Customer,Bruce Kennedy,Books,52440,India,Alvarez72 Inc,2016-05-24,true,2015-12-16T00:00:00.000Z,Technology,Catherine Brown,BDR,New Business / Add-on,Sales WW,Digital Media,ESMB,08 - Closed Won,true
Opportunity for Howell1150,,Customer,Laura Palmer,Light tablet,1058150,Belgium,Lawrence696 Inc,2015-09-23,true,2015-06-26T00:00:00.000Z,Biotechnology,Laura Palmer,Marketing,Existing Business,Sales EMEA,Accessories,SMB,08 - Closed Won,true
Opportunity for Santos1154,,Customer,John Williams,Keyboard,1153670,Hong Kong,Adams335 Inc,2016-03-30,true,2016-03-15T00:00:00.000Z,Electronics,Dennis Howard,AE,New Business,Sales EMEA,Accessories,SMB,09 - Closed Lost,false
Opportunity for Lewis1160,,Partner,Harold Campbell,Keyboard,1132470,Japan,Page703 Inc,2016-07-21,true,2016-01-21T00:00:00.000Z,Agriculture,Chris Riley,Marketing,New Business / Add-on,Sales EMEA,Accessories,GB,08 - Closed Won,true
Opportunity for Allen1162,,Partner,Johnny Green,Pro laptop,1032800,Japan,Roberts804 Inc,2016-06-08,true,2015-10-13T00:00:00.000Z,Banking,Chris Riley,Marketing,Existing Business,Sales EMEA,Laptops,MM,08 - Closed Won,true
Opportunity for Lloyd1165,NC,Partner,Julie Chavez,Books,439380,USA,Parker16 Inc,2016-08-18,false,2016-02-19T00:00:00.000Z,Energy,Johnny Green,Marketing,New Business / Add-on,Sales WW,Digital Media,COMM,04 - Value Proposition,false
Opportunity for Campbell1166,MO,Customer,Chris Riley,Courses,1459175,USA,Soto36 Inc,2016-05-11,true,2015-10-04T00:00:00.000Z,Healthcare,Catherine Brown,AE,New Business / Add-on,Sales WW,Accessories,ESMB,09 - Closed Lost,false
Opportunity for Gill1167,,Customer,Dennis Howard,Courses,313200,Norway,Gibson62 Inc,2016-07-23,true,2016-04-30T00:00:00.000Z,Healthcare,Dennis Howard,AE,New Business,Sales EMEA,Digital Media,MM,09 - Closed Lost,false
Opportunity for Gross1521,,Customer,Julie Chavez,Keyboard,3263870,Japan,Schmidt289 Inc,2016-03-05,true,2015-07-14T00:00:00.000Z,Manufacturing,Catherine Brown,AE,New Business / Add-on,Sales WW,Accessories,MM,08 - Closed Won,true
Opportunity for Martinez1527,,Partner,Laura Garza,Light tablet,377400,United Kingdom,Delgado225 Inc,2015-06-20,true,2015-04-03T00:00:00.000Z,Banking,Bruce Kennedy,AE,New Business,Sales AMER,Tablets,SMB,09 - Closed Lost,false
Opportunity for Medina1531,,Customer,Kelly Frazier,Light tablet 2,1722250,India,Schneider841 Inc,2016-05-11,true,2015-09-14T00:00:00.000Z,Electronics,Irene McCoy,Marketing,New Business / Add-on,Sales WW,Accessories,MM,09 - Closed Lost,false
Opportunity for Rodriguez1541,LA,Customer,Kelly Frazier,Courses,954300,Canada,Morton537 Inc,2015-09-17,true,2015-05-20T00:00:00.000Z,Transportation,Laura Garza,Marketing,New Business,Sales WW,Digital Media,MM,08 - Closed Won,true
Opportunity for Edwards1901,,Customer,Dennis Howard,Books,994680,Australia,Carr43 Inc,2016-07-03,true,2015-12-31T00:00:00.000Z,Apparel,Evelyn Williamson,Marketing,New Business / Add-on,Sales WW,Digital Media,MM,08 - Closed Won,true
Opportunity for Stevenson1907,ME,Customer,Evelyn Williamson,Cables,28440,Canada,Joseph730 Inc,2016-09-21,false,2016-05-12T00:00:00.000Z,Energy,Bruce Kennedy,Marketing,New Business / Add-on,Sales AMER,Accessories,MM,04 - Value Proposition,false
Opportunity for Aguilar1908,NH,Customer,Evelyn Williamson,Light tablet,3314900,Canada,Colon817 Inc,2015-12-09,true,2015-06-09T00:00:00.000Z,Media,Irene Kelley,AE,Existing Business,Sales AMER,Laptops,MM,08 - Closed Won,true
Opportunity for Anderson1911,,Partner,Laura Palmer,Keyboard,1684910,Singapore,Ford835 Inc,2016-06-12,true,2016-05-29T00:00:00.000Z,Insurance,Kelly Frazier,Alliances,New Business / Add-on,Sales EMEA,Accessories,ESMB,09 - Closed Lost,false
Opportunity for Chandler1913,KY,Customer,John Williams,Books,482760,Canada,Robinson912 Inc,2016-06-28,true,2015-12-12T00:00:00.000Z,Biotechnology,Eric Gutierrez,AE,New Business / Add-on,Sales AMER,Digital Media,MM,08 - Closed Won,true
Opportunity for Holt1914,,Customer,John Williams,Space phone 2,125325,United Kingdom,Hampton15 Inc,2015-10-09,true,2015-06-21T00:00:00.000Z,Utilities,Chris Riley,Marketing,New Business,Sales EMEA,Phones,ENT,08 - Closed Won,true
Opportunity for Walsh1918,,Partner,Harold Campbell,Light tablet 2,179700,Australia,Webb96 Inc,2016-11-20,false,2016-04-09T00:00:00.000Z,Retail,Irene Kelley,AE,New Business / Add-on,Sales AMER,Accessories,MM,06 - Proposal/Price Quote,false
Opportunity for White1920,,Customer,Julie Chavez,Books,1535500,Japan,Watts76 Inc,2016-06-18,true,2016-03-18T00:00:00.000Z,Manufacturing,Johnny Green,BDR,New Business,Sales WW,Accessories,ENT,09 - Closed Lost,false
Opportunity for Powers1925,MA,Customer,Johnny Green,,213440,USA,McKinney995 Inc,2016-01-26,true,2015-06-29T00:00:00.000Z,Education,Irene Kelley,AE,New Business / Add-on,Sales AMER,,ESMB,09 - Closed Lost,false
Opportunity for Paul419,,Partner,Johnny Green,Light laptop,1446250,Australia,Carter172 Inc,2015-07-19,true,2015-02-17T00:00:00.000Z,Utilities,Nicolas Weaver,AE,New Business / Add-on,Sales AMER,Laptops,ENT,08 - Closed Won,true
Opportunity for Lloyd424,,Customer,Bruce Kennedy,,389648,Brazil,Silva224 Inc,2016-03-06,true,2015-10-07T00:00:00.000Z,Banking,Evelyn Williamson,Marketing,New Business,Sales WW,,MM,08 - Closed Won,true
Opportunity for Reyes426,,Customer,Johnny Green,Mega laptop,830400,Japan,Jensen353 Inc,2016-10-24,false,2016-05-19T00:00:00.000Z,Transportation,Evelyn Williamson,AE,New Business,Sales WW,Laptops,SMB,02 - Qualification,false
Opportunity for Mendoza431,SC,Customer,Irene McCoy,Light tablet 2,3615050,USA,Bowman347 Inc,2016-05-03,true,2016-01-25T00:00:00.000Z,Education,John Williams,Marketing,New Business,Sales WW,Laptops,GB,09 - Closed Lost,false
Opportunity for Guerrero433,,Customer,Dennis Howard,,274656,Japan,Wilkerson769 Inc,2016-01-24,true,2015-08-20T00:00:00.000Z,Insurance,Catherine Brown,Marketing,New Business,Sales WW,,ENT,08 - Closed Won,true
Opportunity for Dawson434,,Partner,Johnny Green,Books,2111880,Australia,Carter172 Inc,2015-12-08,true,2015-09-10T00:00:00.000Z,Utilities,Harold Campbell,BDR,New Business,Sales EMEA,Digital Media,ENT,08 - Closed Won,true
Opportunity for Ramos435,,Customer,Doroth Gardner,Cables,2942705,Spain,Crawford701 Inc,2016-07-30,true,2016-04-12T00:00:00.000Z,Technology,Nicolas Weaver,Marketing,New Business / Add-on,Sales AMER,Accessories,SMB,08 - Closed Won,true
Opportunity for Welch436,,Customer,Harold Campbell,Space phone 3,520500,Thailand,Lambert452 Inc,2015-07-08,true,2015-05-20T00:00:00.000Z,Utilities,Chris Riley,AE,New Business / Add-on,Sales EMEA,Phones,GB,08 - Closed Won,true
Opportunity for Estrada781,,Customer,Irene McCoy,Courses,2182350,Mexico,Gutierrez305 Inc,2015-09-08,true,2015-04-14T00:00:00.000Z,Energy,Harold Campbell,Alliances,New Business,Sales EMEA,Accessories,COMM,08 - Closed Won,true
Opportunity for Moody784,MA,Customer,Eric Gutierrez,Courses,82925,USA,Perez590 Inc,2016-02-10,true,2015-08-19T00:00:00.000Z,Retail,Evelyn Williamson,AE,New Business,Sales WW,Digital Media,SMB,08 - Closed Won,true
Opportunity for Harrison791,,Customer,Laura Garza,Keyboard,193500,Singapore,Phelps304 Inc,2016-06-04,true,2016-02-10T00:00:00.000Z,Apparel,John Williams,Alliances,New Business / Add-on,Sales WW,Accessories,ESMB,08 - Closed Won,true
Opportunity for Phillips797,AZ,Partner,Doroth Gardner,Courses,1313950,Canada,Joseph775 Inc,2016-01-23,true,2015-10-23T00:00:00.000Z,Media,Kelly Frazier,Marketing,New Business,Sales EMEA,Accessories,SMB,08 - Closed Won,true
Opportunity for Blair798,AR,Customer,Doroth Gardner,,23642,South Africa,Herrera2 Inc,2016-09-10,false,2016-05-05T00:00:00.000Z,Healthcare,Catherine Brown,AE,New Business / Add-on,Sales WW,,COMM,02 - Qualification,false
Opportunity for Beck799,IA,Partner,Eric Gutierrez,,363453,USA,Bass661 Inc,2016-06-19,true,2016-05-17T00:00:00.000Z,Agriculture,John Williams,AE,New Business / Add-on,Sales WW,,SMB,08 - Closed Won,true
Opportunity for Sullivan800,,Customer,Bruce Kennedy,Space phone 2,577250,Thailand,Evans674 Inc,2016-08-27,false,2016-08-16T00:00:00.000Z,Apparel,Nicolas Weaver,Marketing,New Business,Sales AMER,Phones,COMM,07 - Negotiation/Review,false
Opportunity for George802,MT,Customer,Evelyn Williamson,Certifications,214100,USA,Bailey19 Inc,2016-06-28,true,2016-05-13T00:00:00.000Z,Biotechnology,Catherine Brown,Alliances,Existing Business,Sales WW,Digital Media,SMB,08 - Closed Won,true
Opportunity for Osborne1170,ND,Partner,Dennis Howard,Books,71880,USA,Estrada864 Inc,2015-11-28,true,2015-10-21T00:00:00.000Z,Retail,Harold Campbell,Marketing,New Business / Add-on,Sales EMEA,Digital Media,GB,08 - Closed Won,true
Opportunity for Rhodes1171,,Customer,Johnny Green,Books,237960,Japan,Rodriguez808 Inc,2016-01-15,true,2015-06-15T00:00:00.000Z,Transportation,Catherine Brown,AE,New Business / Add-on,Sales WW,Accessories,ENT,08 - Closed Won,true
Opportunity for Knight1172,OH,Partner,Dennis Howard,Light laptop,2113750,Canada,Hall230 Inc,2016-03-22,true,2015-10-25T00:00:00.000Z,Apparel,Dennis Howard,BDR,New Business,Sales EMEA,Laptops,SMB,08 - Closed Won,true
Opportunity for Carson1177,,Customer,Johnny Green,,93733,South Korea,Vega20 Inc,2016-06-28,true,2015-12-26T00:00:00.000Z,Utilities,Harold Campbell,Marketing,New Business / Add-on,Sales EMEA,,GB,09 - Closed Lost,false
Opportunity for Padilla1183,,Customer,Nicolas Weaver,,66246,United Kingdom,Olson171 Inc,2016-05-30,true,2016-01-28T00:00:00.000Z,Transportation,Doroth Gardner,Alliances,New Business,Sales AMER,,COMM,08 - Closed Won,true
Opportunity for Rice1187,,Customer,Dennis Howard,Courses,261400,United Kingdom,Henry405 Inc,2017-03-01,false,2016-08-06T00:00:00.000Z,Energy,Chris Riley,AE,New Business,Sales EMEA,Digital Media,SMB,06 - Proposal/Price Quote,false
Opportunity for Vasquez1191,,Customer,Irene McCoy,Keyboard,2101255,Germany,Fletcher429 Inc,2016-02-23,true,2015-07-02T00:00:00.000Z,Retail,Chris Riley,BDR,Existing Business,Sales EMEA,Accessories,SMB,08 - Closed Won,true
Opportunity for Tate1543,MA,Partner,Catherine Brown,,460956,Canada,Ingram217 Inc,2016-03-03,true,2015-12-16T00:00:00.000Z,Biotechnology,Eric Sanchez,BDR,New Business,Sales WW,,MM,08 - Closed Won,true
Opportunity for Bates1547,MT,Customer,Harold Campbell,Certifications,3426450,Canada,Byrd23 Inc,2016-06-07,true,2016-04-10T00:00:00.000Z,Education,Evelyn Williamson,AE,New Business / Add-on,Sales WW,Digital Media,ENT,08 - Closed Won,true
Opportunity for McKinney1548,,Partner,Chris Riley,Books,3526355,Japan,Becker755 Inc,2016-12-31,false,2016-05-27T00:00:00.000Z,Biotechnology,Johnny Green,AE,New Business / Add-on,Sales WW,Accessories,ENT,02 - Qualification,false
Opportunity for Banks1549,,Partner,Kelly Frazier,,363901,Japan,Ferguson738 Inc,2016-05-12,true,2015-10-01T00:00:00.000Z,Technology,Kelly Frazier,Alliances,New Business,Sales EMEA,,MM,08 - Closed Won,true
Opportunity for Burgess1551,MI,Customer,Eric Gutierrez,Mouse,68600,Canada,Stephens391 Inc,2016-07-20,true,2016-02-05T00:00:00.000Z,Insurance,Laura Palmer,Marketing,New Business / Add-on,Sales EMEA,Accessories,COMM,08 - Closed Won,true
Opportunity for Reynolds1553,,Customer,Dennis Howard,Keyboard,3464115,Japan,Ramirez137 Inc,2016-09-26,false,2016-07-17T00:00:00.000Z,Electronics,Doroth Gardner,BDR,New Business / Add-on,Sales AMER,Accessories,SMB,04 - Value Proposition,false
Opportunity for Mitchell1555,,Partner,Evelyn Williamson,Books,123280,France,Hopkins600 Inc,2016-08-10,true,2016-03-18T00:00:00.000Z,Telecommunications,Harold Campbell,AE,New Business / Add-on,Sales EMEA,Digital Media,GB,08 - Closed Won,true
Opportunity for Cole1563,,Customer,Doroth Gardner,Mini tablet 2,601500,South Korea,Turner924 Inc,2015-11-29,true,2015-07-16T00:00:00.000Z,Utilities,Irene Kelley,BDR,New Business,Sales AMER,Tablets,ESMB,09 - Closed Lost,false
Opportunity for Munoz1931,,Customer,Laura Palmer,Cables,1113000,Hong Kong,Beck370 Inc,2015-09-10,true,2015-05-09T00:00:00.000Z,Finance,Johnny Green,AE,New Business / Add-on,Sales WW,Accessories,GB,08 - Closed Won,true
Opportunity for Griffin1933,FL,Customer,Eric Sanchez,,150043,USA,Patton86 Inc,2016-04-02,true,2015-10-17T00:00:00.000Z,Finance,Nicolas Weaver,AE,New Business / Add-on,Sales AMER,,SMB,08 - Closed Won,true
Opportunity for Joseph1936,,Partner,Eric Sanchez,Cables,2920800,Switzerland,Jefferson859 Inc,2016-07-28,true,2016-01-07T00:00:00.000Z,Apparel,Laura Palmer,AE,New Business,Sales EMEA,Accessories,SMB,08 - Closed Won,true
Opportunity for Todd1938,,Customer,Irene Kelley,Pro laptop,466200,Thailand,Munoz282 Inc,2017-02-10,false,2016-06-26T00:00:00.000Z,Manufacturing,Catherine Brown,Marketing,New Business,Sales WW,Laptops,ESMB,02 - Qualification,false
Opportunity for Warner1943,IL,Customer,Laura Garza,Books,1844200,USA,Webster349 Inc,2015-10-05,true,2015-06-01T00:00:00.000Z,Manufacturing,Evelyn Williamson,Marketing,New Business,Sales WW,Digital Media,SMB,08 - Closed Won,true
Opportunity for Larson1945,OH,Customer,Evelyn Williamson,Cases,1674960,USA,Young486 Inc,2015-12-21,true,2015-10-03T00:00:00.000Z,Technology,Harold Campbell,Marketing,New Business,Sales EMEA,Accessories,MM,08 - Closed Won,true
Opportunity for Waters1946,MO,Customer,Johnny Green,Light tablet 2,17000,USA,Lawrence93 Inc,2016-07-31,true,2016-04-24T00:00:00.000Z,Manufacturing,Johnny Green,AE,New Business / Add-on,Sales WW,Tablets,ESMB,09 - Closed Lost,false
Opportunity for Baldwin443,TX,Customer,Doroth Gardner,Books,852720,USA,Leonard91 Inc,2016-05-23,true,2016-03-29T00:00:00.000Z,Biotechnology,Kelly Frazier,BDR,New Business,Sales EMEA,Digital Media,GB,09 - Closed Lost,false
Opportunity for Gross444,,Customer,Irene Kelley,Notebook,683100,Brazil,Christensen840 Inc,2015-09-12,true,2015-04-25T00:00:00.000Z,Technology,Eric Gutierrez,Marketing,New Business / Add-on,Sales AMER,Laptops,ENT,09 - Closed Lost,false
Opportunity for Barker446,,Customer,Julie Chavez,Courses,1794340,Russia,Anderson638 Inc,2016-05-06,true,2016-03-07T00:00:00.000Z,Insurance,Irene McCoy,BDR,New Business,Sales WW,Accessories,COMM,09 - Closed Lost,false
Opportunity for Harrington447,NE,Customer,Doroth Gardner,Courses,287850,South Africa,Webb165 Inc,2015-11-08,true,2015-08-09T00:00:00.000Z,Apparel,Nicolas Weaver,BDR,Existing Business,Sales AMER,Accessories,MM,08 - Closed Won,true
Opportunity for Barnes448,OK,Customer,Eric Sanchez,Courses,182000,Canada,Norton877 Inc,2015-12-19,true,2015-08-25T00:00:00.000Z,Consulting,Harold Campbell,Marketing,New Business / Add-on,Sales EMEA,Digital Media,SMB,08 - Closed Won,true
Opportunity for Beck451,ID,Customer,Laura Garza,Cables,1518400,USA,Ortiz520 Inc,2015-09-29,true,2015-09-16T00:00:00.000Z,Transportation,Evelyn Williamson,Marketing,New Business,Sales WW,Accessories,GB,08 - Closed Won,true
Opportunity for Bryan454,,Customer,Dennis Howard,Certifications,380500,South Korea,Holmes7 Inc,2016-01-28,true,2015-12-04T00:00:00.000Z,Engineering,Eric Sanchez,Alliances,New Business / Add-on,Sales WW,Digital Media,MM,09 - Closed Lost,false
Opportunity for Alexander455,TN,Customer,Nicolas Weaver,Light laptop,1003750,USA,Phelps549 Inc,2015-10-07,true,2015-08-09T00:00:00.000Z,Finance,Kelly Frazier,Marketing,New Business,Sales EMEA,Laptops,ESMB,08 - Closed Won,true
Opportunity for Mendez460,MN,Customer,Chris Riley,,23245,USA,Obrien994 Inc,2016-01-10,true,2015-09-10T00:00:00.000Z,Agriculture,Eric Sanchez,Alliances,New Business,Sales WW,,SMB,08 - Closed Won,true
Opportunity for Stevenson463,,Customer,Evelyn Williamson,Cables,103690,France,Flowers529 Inc,2016-03-22,true,2016-02-10T00:00:00.000Z,Utilities,Irene Kelley,Marketing,New Business / Add-on,Sales AMER,Accessories,ESMB,09 - Closed Lost,false
Opportunity for Arnold464,WA,Customer,Catherine Brown,Light laptop,805000,Canada,Ramsey114 Inc,2015-10-30,true,2015-05-30T00:00:00.000Z,Manufacturing,John Williams,AE,New Business / Add-on,Sales WW,Laptops,COMM,08 - Closed Won,true
Opportunity for Wolfe807,,Customer,Julie Chavez,Mega laptop,3198400,South Korea,Mann154 Inc,2015-09-14,true,2015-03-09T00:00:00.000Z,Apparel,Eric Sanchez,AE,New Business,Sales WW,Laptops,SMB,08 - Closed Won,true
Opportunity for Hamilton810,DE,Customer,Laura Garza,Cables,895290,USA,Joseph988 Inc,2017-03-23,false,2016-08-15T00:00:00.000Z,Energy,Eric Gutierrez,BDR,New Business,Sales AMER,Accessories,COMM,03 - Needs Analysis,false
Opportunity for Stokes814,NH,Customer,Bruce Kennedy,Mouse,1750,USA,Luna900 Inc,2016-11-04,false,2016-06-14T00:00:00.000Z,Energy,Harold Campbell,BDR,New Business / Add-on,Sales EMEA,Accessories,MM,03 - Needs Analysis,false
Opportunity for Goodman815,,Customer,Laura Palmer,Space phone 2,323550,Denmark,Gordon406 Inc,2016-05-15,true,2015-09-25T00:00:00.000Z,Engineering,Irene Kelley,Alliances,Existing Business,Sales AMER,Phones,COMM,08 - Closed Won,true
Opportunity for Carter816,,Customer,Chris Riley,Cables,14720,Singapore,Gutierrez38 Inc,2016-03-24,true,2016-02-16T00:00:00.000Z,Technology,Evelyn Williamson,AE,New Business,Sales WW,Accessories,ESMB,08 - Closed Won,true
Opportunity for Banks821,,Customer,Catherine Brown,,133017,Italy,Walsh54 Inc,2016-11-15,false,2016-04-12T00:00:00.000Z,Telecommunications,Nicolas Weaver,Marketing,New Business,Sales AMER,,SMB,05 - Perception Analysis,false
Opportunity for Johnston824,,Customer,Harold Campbell,Cables,913860,China,Herrera637 Inc,2016-11-11,false,2016-06-23T00:00:00.000Z,Utilities,Irene Kelley,BDR,Existing Business,Sales AMER,Accessories,MM,04 - Value Proposition,false
Opportunity for Parks826,,Customer,Eric Gutierrez,,411185,Italy,Holloway455 Inc,2016-07-27,true,2016-03-26T00:00:00.000Z,Agriculture,Chris Riley,AE,Existing Business,Sales EMEA,,ENT,08 - Closed Won,true
Opportunity for Stone1195,,Customer,Irene Kelley,Keyboard,1817815,Thailand,McKinney542 Inc,2016-04-16,true,2016-03-17T00:00:00.000Z,Education,Nicolas Weaver,Alliances,New Business,Sales AMER,Accessories,SMB,09 - Closed Lost,false
Opportunity for Hayes1197,AR,Partner,Laura Garza,Pro laptop,1593200,USA,Watkins561 Inc,2016-08-18,false,2016-07-02T00:00:00.000Z,Finance,John Williams,AE,Existing Business,Sales WW,Laptops,MM,05 - Perception Analysis,false
Opportunity for Logan1198,,Partner,Eric Gutierrez,Cables,40480,Taiwan,Todd566 Inc,2016-07-23,true,2016-07-02T00:00:00.000Z,Technology,Eric Gutierrez,AE,New Business,Sales AMER,Accessories,ESMB,09 - Closed Lost,false
Opportunity for Owens1201,SC,Customer,Nicolas Weaver,,94151,Canada,Carpenter67 Inc,2015-07-27,true,2015-03-24T00:00:00.000Z,Manufacturing,Harold Campbell,BDR,New Business,Sales EMEA,,GB,08 - Closed Won,true
Opportunity for Lane1202,,Customer,Chris Riley,Cases,16485,Spain,Torres548 Inc,2015-08-15,true,2015-05-22T00:00:00.000Z,Biotechnology,Bruce Kennedy,BDR,New Business / Add-on,Sales AMER,Accessories,SMB,08 - Closed Won,true
Opportunity for Nichols1204,CO,Partner,Johnny Green,Mega laptop,2169600,USA,Stone167 Inc,2016-07-05,true,2016-05-05T00:00:00.000Z,Energy,John Williams,AE,New Business,Sales WW,Laptops,ESMB,08 - Closed Won,true
Opportunity for Howard1207,CT,Customer,Laura Garza,,449438,USA,Marsh836 Inc,2017-03-03,false,2016-07-23T00:00:00.000Z,Insurance,Laura Palmer,AE,New Business,Sales EMEA,,SMB,04 - Value Proposition,false
Opportunity for Murray1210,FL,Customer,Laura Garza,Light laptop,1639550,Canada,Pena964 Inc,2016-04-01,true,2016-02-09T00:00:00.000Z,Electronics,Johnny Green,Marketing,New Business / Add-on,Sales WW,Laptops,SMB,08 - Closed Won,true
Opportunity for Wagner1214,,Partner,Julie Chavez,Space phone 3,580000,France,Warren653 Inc,2016-01-23,true,2015-06-28T00:00:00.000Z,Retail,Evelyn Williamson,Marketing,New Business / Add-on,Sales WW,Phones,MM,09 - Closed Lost,false
Opportunity for Yates1567,,Customer,Kelly Frazier,Space phone 2,7425,China,Lopez140 Inc,2016-05-02,true,2015-09-12T00:00:00.000Z,Energy,Eric Sanchez,Marketing,New Business,Sales WW,Phones,GB,09 - Closed Lost,false
Opportunity for Curtis1571,,Partner,Chris Riley,Books,198000,Singapore,Chapman475 Inc,2016-05-30,true,2016-05-01T00:00:00.000Z,Media,Kelly Frazier,Marketing,New Business,Sales EMEA,Digital Media,MM,08 - Closed Won,true
Opportunity for Clark1572,MA,Partner,Harold Campbell,,480891,Canada,Stone504 Inc,2016-01-28,true,2015-09-18T00:00:00.000Z,Energy,Irene McCoy,Marketing,Existing Business,Sales WW,,SMB,09 - Closed Lost,false
Opportunity for Williamson1573,MN,Customer,Doroth Gardner,Light laptop,3990000,USA,Long31 Inc,2016-05-21,true,2015-12-16T00:00:00.000Z,Consulting,Dennis Howard,AE,New Business / Add-on,Sales EMEA,Laptops,COMM,09 - Closed Lost,false
Opportunity for Sims1582,,Partner,Eric Sanchez,,119967,Switzerland,Jefferson859 Inc,2016-01-22,true,2015-09-27T00:00:00.000Z,Apparel,Kelly Frazier,BDR,New Business,Sales EMEA,,SMB,08 - Closed Won,true
Opportunity for Campbell1583,,Customer,Eric Sanchez,Light tablet 2,2008900,Denmark,Dixon915 Inc,2016-02-23,true,2015-12-12T00:00:00.000Z,Biotechnology,Laura Palmer,BDR,New Business,Sales EMEA,Laptops,ESMB,08 - Closed Won,true
Opportunity for Lamb1584,MN,Customer,Doroth Gardner,Light tablet 2,1728950,USA,Long31 Inc,2016-05-18,true,2016-02-24T00:00:00.000Z,Consulting,Irene Kelley,Marketing,Existing Business,Sales AMER,Laptops,COMM,09 - Closed Lost,false
Opportunity for Bates1952,,Customer,Laura Palmer,Courses,127600,Mexico,Cummings974 Inc,2016-02-11,true,2015-11-23T00:00:00.000Z,Agriculture,Eric Sanchez,AE,New Business,Sales WW,Digital Media,MM,08 - Closed Won,true
Opportunity for Webster1954,CA,Customer,Kelly Frazier,Cables,171660,Canada,Summers458 Inc,2016-08-06,true,2015-12-21T00:00:00.000Z,Electronics,Laura Palmer,Marketing,New Business,Sales EMEA,Accessories,ENT,08 - Closed Won,true
